,Rank,Name,Team,League,Nation,OVR,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Position,SHO,Finishing,Shot Power,Penalties,Reactions,Preferred foot
914,11203,Visar Bekaj,Hatayspor,Trendyol Süper Lig,Kosovo,64,62,63,58,63,66,GK,63,7,44,13,65,Right
915,11203,Quentin Beunardeau,Red Star FC,Ligue 2 BKT,France,64,64,61,60,62,66,GK,61,19,45,31,62,Right
916,11203,Nathan Bishop,Wycombe,EFL League One,England,64,65,62,60,63,65,GK,62,10,45,21,62,Right
917,11203,Marco Bleve,Carrarese Calcio,Serie BKT,Italy,64,67,64,70,63,66,GK,64,8,53,10,47,Right
918,11203,Tim Boss,SV Elversberg,Bundesliga 2,Germany,64,67,62,60,62,64,GK,62,9,45,33,63,Right
919,11203,Leandro Brey,Boca Juniors,Sudamericana,Argentina,64,64,60,50,65,65,GK,60,8,38,17,63,Right
920,11203,Sebastian Breza,CF Montréal,MLS,Canada,64,63,64,50,62,68,GK,64,10,38,21,55,Right
921,11203,Stefan Cleveland,Austin FC,MLS,United States,64,64,62,62,64,66,GK,62,9,47,23,60,Left
922,11203,Murphy Cooper,Stevenage,EFL League One,England,64,65,65,60,61,64,GK,65,7,45,12,59,Right
923,11203,David Cornell,Preston,EFL Championship,Wales,64,65,62,60,60,66,GK,62,13,45,21,58,Right
924,11203,Edoardo Corvi,Parma,Serie A Enilive,Italy,64,66,63,61,58,67,GK,63,8,46,12,63,Left
925,11203,Gonzalo Crettaz,CD Castellón,LALIGA HYPERMOTION,Argentina,64,65,66,70,62,65,GK,66,7,53,16,52,Right
926,11203,Vinícius Dias,Gil Vicente,Liga Portugal,Brazil,64,64,59,56,64,67,GK,59,10,42,13,61,Right
927,11203,Deniz Dilmen,Başakşehir,Trendyol Süper Lig,Turkey,64,65,64,57,59,67,GK,64,8,43,12,59,Left
928,11203,Dong Chunyu,Zhejiang Pro,CSL,China PR,64,64,64,63,65,63,GK,64,12,47,21,56,Left
929,11203,Cosmin Dur-Bozoancă,SC Oțelul Galați,SUPERLIGA,Romania,64,62,63,63,65,66,GK,63,5,47,18,56,Left
930,11203,Xavier Dziekoński,Korona Kielce,PKO BP Ekstraklasa,Poland,64,64,64,63,62,67,GK,64,7,47,14,49,Right
931,11203,Simon Eastwood,Oxford United,EFL Championship,England,64,64,64,63,64,64,GK,64,13,47,23,57,Right
932,11203,Marcel Engelhardt,Holstein Kiel,Bundesliga,Germany,64,69,58,61,64,67,GK,58,13,46,19,54,Right
933,11203,Matthieu Epolo,Standard Liège,1A Pro League,Belgium,64,66,65,59,59,66,GK,65,6,44,11,57,Right
934,11203,Paul Farman,Barrow,EFL League Two,England,64,64,58,64,65,65,GK,58,19,48,26,60,Right
935,11203,Toni Fuidias,FC Cartagena,LALIGA HYPERMOTION,Spain,64,65,64,62,63,63,GK,64,8,47,18,61,Right
936,11203,Pedro Galindo,Real Tomayapo,Sudamericana,Bolivia,64,67,65,62,61,63,GK,65,17,47,22,60,Right
937,11203,Luka Gavran,Toronto FC,MLS,Canada,64,64,66,66,62,63,GK,66,8,50,11,55,Right
938,11203,Simone Ghidotti,Sampdoria,Serie BKT,Italy,64,66,64,59,63,64,GK,64,8,44,16,59,Right
939,11203,Josh Griffiths,Bristol Rovers,EFL League One,England,64,65,62,61,62,66,GK,62,10,46,10,59,Right
940,11203,Nicholas Hagen,Columbus Crew,MLS,Guatemala,64,64,61,60,63,64,GK,61,5,45,15,60,Right
941,11203,Lucien Hawryluk,SV Waldhof,3. Liga,Germany,64,64,64,63,62,67,GK,64,8,47,14,49,Right
942,11203,Justin Heekeren,FC Schalke 04,Bundesliga 2,Germany,64,64,62,68,63,66,GK,62,12,51,11,59,Right
943,11203,Karl Hein,R. Valladolid CF,LALIGA EA SPORTS,Estonia,64,61,63,56,64,66,GK,63,8,42,18,62,Right
944,11203,Zach Hemming,Leyton Orient,EFL League One,England,64,65,64,61,64,63,GK,64,9,46,19,60,Right
945,11203,Ben Hinchliffe,Stockport,EFL League One,England,64,65,60,62,65,66,GK,60,10,47,21,58,Right
946,11203,Otto Hindrich,CFR 1907 Cluj,SUPERLIGA,Romania,64,64,63,54,63,65,GK,63,8,41,12,57,Right
947,11203,Dinko Horkaš,UD Las Palmas,LALIGA EA SPORTS,Croatia,64,64,61,61,62,66,GK,61,10,46,17,65,Right
948,11203,Mehdi Jeannin,Pau FC,Ligue 2 BKT,Algeria,64,66,62,65,61,66,GK,62,9,49,15,55,Right
949,11203,Jian Tao,Rongcheng FC,CSL,China PR,64,60,67,57,64,69,GK,67,5,43,16,53,Right
950,11203,Marcel Johnen,Aleman. Aachen,3. Liga,Germany,64,68,60,64,59,68,GK,60,7,48,15,55,Left
951,11203,Jamie Jones,Salford City,EFL League Two,England,64,64,63,66,64,64,GK,63,13,50,45,59,Right
952,11203,Andreas Jungdal,Cremonese,Serie BKT,Denmark,64,67,61,57,63,67,GK,61,7,43,19,53,Right
953,11203,Krzysztof Kamiński,Pogoń Szczecin,PKO BP Ekstraklasa,Poland,64,64,61,65,66,65,GK,61,15,49,23,56,Right
954,11203,Jonas Kersken,Arminia Bielefeld,3. Liga,Germany,64,67,45,66,67,70,GK,45,8,50,11,63,Right
955,11203,Hugo Keto,Sandefjord,Eliteserien,Finland,64,65,62,60,63,64,GK,62,16,45,25,59,Right
956,11203,Tom King,Wolves,Premier League,Wales,64,64,63,61,63,64,GK,63,6,46,26,56,Right
957,11203,Philipp Klewin,FC Hansa Rostock,3. Liga,Germany,64,63,61,60,65,64,GK,61,17,45,22,62,Right
958,11203,Jonathan Klinsmann,Cesena,Serie BKT,United States,64,64,63,64,64,65,GK,63,5,48,13,51,Right
959,11203,Gabriel Kobylak,Legia Warszawa,PKO BP Ekstraklasa,Poland,64,63,62,62,67,66,GK,62,9,47,18,48,Right
960,11203,Leo Kokubo,STVV,1A Pro League,Japan,64,63,62,60,63,65,GK,62,11,45,20,60,Right
961,11203,Roy Kortsmit,NAC Breda,Eredivisie,Holland,64,65,61,59,64,63,GK,61,7,44,19,65,Right
962,11203,Mirko Kos,FK Austria Wien,Ö. Bundesliga,Austria,64,64,62,57,62,67,GK,62,9,43,14,61,Right
963,11203,Markus Kuster,FC Winterthur,CSSL,Austria,64,63,65,61,63,61,GK,65,15,46,18,64,Right
964,11203,Manuel Kuttin,GC Zürich,CSSL,Austria,64,63,62,65,63,64,GK,62,11,49,16,61,Right
965,11203,Ross Laidlaw,Ross County,Scottish Prem,Scotland,64,64,63,62,65,64,GK,63,6,47,17,58,Right
966,11203,Michael Lansing,Kristiansund BK,Eliteserien,United States,64,64,65,62,64,62,GK,65,10,47,19,59,Right
967,11203,David Lazar,Univ. Craiova,SUPERLIGA,Romania,64,64,64,62,65,64,GK,64,13,47,16,58,Right
968,11203,Roberto León,Racing Club,Sudamericana,Argentina,64,65,63,56,63,64,GK,63,8,42,11,62,Right
969,11203,Jay Lynch,Fleetwood Town,EFL League Two,England,64,63,65,60,64,63,GK,65,15,45,32,62,Right
970,11203,Arthur Lyska,Wehen Wiesbaden,3. Liga,Germany,64,66,63,63,66,67,GK,63,7,47,10,48,Right
971,11203,Filip Majchrowicz,Górnik Zabrze,PKO BP Ekstraklasa,Poland,64,69,58,63,65,63,GK,58,7,47,21,61,Right
972,11203,Luca Maniero,Cittadella,Serie BKT,Italy,64,64,63,60,66,67,GK,63,12,45,22,53,Right
973,11203,Jimmy Maurer,FC Dallas,MLS,United States,64,64,63,64,67,64,GK,63,11,48,14,50,Left
974,11203,Ashley Maynard-Brewer,Charlton Ath,EFL League One,Australia,64,65,61,64,60,66,GK,61,4,48,10,58,Left
975,11203,Ryan Meara,Red Bulls,MLS,United States,64,63,62,61,65,66,GK,62,15,46,21,60,Right
976,11203,Thomas Mikkelsen,Brøndby IF,3F Superliga,Denmark,64,63,65,64,66,65,GK,65,16,48,30,53,Right
977,11203,David Mitov Nilsson,IFK Norrköping,Allsvenskan,North Macedonia,64,64,61,64,64,66,GK,61,11,48,15,58,Right
978,11203,Carlos Mosquera,Alianza FC,Sudamericana,Colombia,64,60,66,67,61,65,GK,66,6,50,17,57,Right
979,11203,Karol Niemczycki,SV Darmstadt 98,Bundesliga 2,Poland,64,65,65,61,65,66,GK,65,5,46,13,50,Left
980,11203,Arild Østbø,Viking FK,Eliteserien,Norway,64,62,63,63,64,64,GK,63,8,47,23,64,Right
981,11203,Miguel Pinto,Coquimbo Unido,Sudamericana,Chile,64,63,60,64,64,63,GK,60,20,48,34,62,Right
982,11203,Onurcan Piri,Kayserispor,Trendyol Süper Lig,Turkey,64,65,64,57,64,65,GK,64,7,43,28,58,Right
983,11203,Robert Popa,UTA Arad,SUPERLIGA,Romania,64,64,58,66,63,67,GK,58,5,50,10,60,Right
984,11203,Eric Puerto,RC Deportivo,LALIGA HYPERMOTION,Spain,64,67,62,60,58,67,GK,62,5,45,15,60,Right
985,11203,John Pulskamp,Sporting KC,MLS,United States,64,67,60,59,62,67,GK,60,9,44,19,60,Right
986,11203,Christy Pym,Mansfield Town,EFL League One,England,64,59,64,65,64,66,GK,64,13,49,23,63,Right
987,11203,Andrew Redmayne,Sydney FC,A-League,Australia,64,63,62,62,65,64,GK,62,11,47,20,64,Right
988,11203,Spencer Richey,Chicago Fire FC,MLS,United States,64,63,61,73,61,65,GK,61,18,55,31,61,Right
989,11203,Brian Araújo,Gil Vicente,Liga Portugal,Portugal,64,59,63,58,64,69,GK,63,10,44,15,57,Right
990,11203,Diego Alonso Romero,Universitario,Libertadores,Peru,64,62,64,60,62,63,GK,64,8,45,17,64,Right
991,11203,Denis Rusu,Unirea Slobozia,SUPERLIGA,Moldova,64,63,61,62,65,64,GK,61,12,47,14,66,Right
992,11203,Malkolm Nilsson Säfqvist,Djurgårdens IF,Allsvenskan,Sweden,64,66,63,65,68,67,GK,63,15,49,20,42,Right
993,11203,Nick Shinton,K. Beerschot VA,1A Pro League,Belgium,64,70,66,62,58,64,GK,66,7,47,12,52,Left
994,11203,Gurpreet Singh Sandhu,Bengaluru FC,ISL,India,64,63,62,62,65,63,GK,62,13,47,15,65,Right
995,11203,Oskar Snorre,Randers FC,3F Superliga,Denmark,64,64,63,61,62,64,GK,63,8,46,14,60,Right
996,11203,Alessandro Sorrentino,Frosinone,Serie BKT,Italy,64,64,64,60,66,67,GK,64,5,45,14,48,Right
997,11203,Avdo Spahić,Kaiserslautern,Bundesliga 2,Bosnia and Herzegovina,64,61,61,61,66,65,GK,61,7,46,18,59,Right
998,11203,Alex Sposito,Reggiana,Serie BKT,Italy,64,68,62,65,67,67,GK,62,6,49,10,42,Left
999,11203,Jakub Stolarczyk,Leicester City,Premier League,Poland,64,65,64,67,63,69,GK,64,5,50,10,45,Right
1000,11203,Michał Szromnik,Górnik Zabrze,PKO BP Ekstraklasa,Poland,64,64,60,62,60,68,GK,60,13,47,23,60,Left
1001,11203,Kacper Tobiasz,Legia Warszawa,PKO BP Ekstraklasa,Poland,64,64,60,57,64,68,GK,60,7,43,11,60,Left
1002,11203,Noel Törnqvist,Mjällby AIF,Allsvenskan,Sweden,64,64,65,63,64,63,GK,65,12,47,15,56,Left
1003,11203,Tristán,Granada CF,LALIGA HYPERMOTION,Spain,64,62,62,62,61,66,GK,62,7,47,14,61,Right
1004,11203,Antonis Tsiftsis,PAOK FC,Hellas Liga,Greece,64,68,60,63,62,67,GK,60,8,47,14,53,Right
1005,11203,Koen Van Langendonck,KVC Westerlo,1A Pro League,Belgium,64,63,63,64,67,60,GK,63,12,48,22,60,Right
1006,11203,Igor Vekič,Vejle Boldklub,3F Superliga,Slovenia,64,63,64,68,62,67,GK,64,15,51,14,57,Right
1007,11203,Mauro Vigorito,Como,Serie A Enilive,Italy,64,63,63,60,65,65,GK,63,18,45,13,61,Right
1008,11203,Sem Westerveld,AZ,Eredivisie,Spain,64,65,63,61,64,66,GK,63,8,46,13,53,Right
1009,11203,Jojo Wollacott,Crawley Town,EFL League One,Ghana,64,65,63,62,64,64,GK,63,19,47,25,60,Right
1010,11203,Muammer Yıldırım,Samsunspor,Trendyol Süper Lig,Turkey,64,63,64,59,66,65,GK,64,14,44,22,57,Left
1011,11203,Danijel Zagorac,Dinamo Zagreb,Liga Hrvatska,Croatia,64,64,63,62,60,65,GK,63,10,47,17,61,Right
1012,12239,Ahmed Al Kassar,Al Qadisiyah,ROSHN Saudi League,Saudi Arabia,63,62,63,55,63,65,GK,63,15,41,19,58,Right
1013,12239,Yavuz Aygün,Konyaspor,Trendyol Süper Lig,Turkey,63,65,63,58,62,64,GK,63,8,44,13,54,Right
1014,12239,Víctor Aznar,Cádiz CF,LALIGA HYPERMOTION,Brazil,63,63,61,63,64,66,GK,61,7,47,20,49,Right
1015,12239,Luis Barraza,New York City FC,MLS,United States,63,63,61,71,66,58,GK,61,8,53,17,58,Right
1016,12239,Alex Bass,Notts County,EFL League Two,England,63,64,61,63,60,65,GK,61,16,47,20,60,Right
1017,12239,Nicholas Bilokapic,Peterborough,EFL League One,Australia,63,67,60,57,66,62,GK,60,9,43,16,50,Right
1018,12239,Teddy Boulhendi,OGC Nice,Ligue 1 McDonald's,Algeria,63,63,62,62,61,63,GK,62,9,47,13,58,Right
1019,12239,Lee Burge,Northampton,EFL League One,England,63,62,61,61,63,64,GK,61,14,46,31,60,Left
1020,12239,Jasmin Burić,Zagłębie Lubin,PKO BP Ekstraklasa,Bosnia and Herzegovina,63,63,63,60,63,63,GK,63,13,45,15,59,Right
1021,12239,Callum Burton,Wrexham,EFL League One,England,63,65,62,60,59,65,GK,62,19,45,22,58,Right
1022,12239,Evan Bush,Columbus Crew,MLS,United States,63,66,63,62,63,60,GK,63,19,47,22,55,Right
1023,12239,David Button,Reading,EFL League One,England,63,64,62,63,61,60,GK,62,12,47,11,60,Right
1024,12239,Alex Cairns,Leeds United,EFL Championship,England,63,63,61,62,62,63,GK,61,11,47,22,57,Left
1025,12239,Thomas Callens,FC Annecy,Ligue 2 BKT,France,63,67,64,58,61,63,GK,64,9,44,16,51,Left
1026,12239,Scott Carson,Manchester City,Premier League,England,63,61,63,61,65,62,GK,63,19,46,20,59,Right
1027,12239,Thomas Castella,Lausanne-Sport,CSSL,Switzerland,63,65,62,62,64,62,GK,62,14,47,25,53,Right
1028,12239,Brendan Clarke,Galway United,SSE Airtricity PD,Republic of Ireland,63,62,64,65,64,61,GK,64,14,49,40,58,Right
1029,12239,Jo Coppens,STVV,1A Pro League,Belgium,63,65,60,62,64,62,GK,60,11,47,36,57,Left
1030,12239,Maxime Delanghe,Cercle Brugge,1A Pro League,Belgium,63,63,62,63,64,65,GK,62,8,47,19,52,Right
1031,12239,James Delianov,Adelaide United,A-League,Australia,63,65,59,60,59,66,GK,59,7,45,22,58,Right
1032,12239,Andrea Dini,Catanzaro,Serie BKT,Italy,63,64,64,56,65,66,GK,64,7,42,18,45,Right
1033,12239,Earl Edwards Jr.,New England,MLS,United States,63,63,62,63,65,63,GK,62,15,47,25,51,Right
1034,12239,Issam El Maach,FC Twente,Eredivisie,Morocco,63,64,60,64,62,65,GK,60,8,48,22,58,Right
1035,12239,Carljohan Eriksson,Sarpsborg 08,Eliteserien,Finland,63,62,63,64,63,64,GK,63,12,48,18,56,Right
1036,12239,Boubacar Fall,AS Saint-Étienne,Ligue 1 McDonald's,Senegal,63,64,63,63,61,65,GK,63,8,47,13,50,Left
1037,12239,Frank Fielding,Stoke City,EFL Championship,England,63,61,62,59,63,65,GK,62,11,44,22,62,Right
1038,12239,Nicolai Flø,Sønderjyske,3F Superliga,Denmark,63,63,65,55,61,63,GK,65,12,41,26,60,Left
1039,12239,Pierluigi Frattali,Frosinone,Serie BKT,Italy,63,62,62,60,63,62,GK,62,15,45,23,63,Right
1040,12239,Ryan Fulton,Hearts,Scottish Prem,Scotland,63,63,62,63,62,65,GK,62,18,47,23,58,Left
1041,12239,Jeff Gal,Chicago Fire FC,MLS,United States,63,63,59,65,65,64,GK,59,5,49,15,52,Right
1042,12239,Thomas Gillier,Uni. Católica,Sudamericana,Chile,63,64,58,60,63,67,GK,58,6,45,12,58,Right
1043,12239,Andrei Gorcea,FC Univ. Cluj,SUPERLIGA,Romania,63,63,63,64,60,68,GK,63,6,48,13,53,Right
1044,12239,Pier Grazziani,Alianza FC,Sudamericana,Colombia,63,66,63,58,61,62,GK,63,13,44,23,55,Right
1045,12239,Han Jiaqi,Beijing FC,CSL,China PR,63,66,62,58,59,69,GK,62,7,44,11,51,Right
1046,12239,Han Rongze,Cangzhou FC,CSL,China PR,63,62,61,64,63,63,GK,61,12,48,19,57,Left
1047,12239,Tomer Haran,Cerro Largo,Sudamericana,Israel,63,64,66,52,76,55,GK,66,7,39,13,45,Right
1048,12239,Thomas Hasal,LAFC,MLS,Canada,63,63,60,58,61,66,GK,60,7,44,13,63,Right
1049,12239,Mike Hauptmeijer,PEC Zwolle,Eredivisie,Holland,63,60,62,61,63,64,GK,62,14,46,26,57,Right
1050,12239,Maxime Hautbois,Laval MFC,Ligue 2 BKT,France,63,61,65,62,62,64,GK,65,9,47,14,56,Right
1051,12239,Oscar Hedvall,Viborg FF,3F Superliga,Denmark,63,66,62,64,63,64,GK,62,12,48,14,46,Left
1052,12239,Ammar Helac,SCR Altach,Ö. Bundesliga,Austria,63,65,64,57,63,66,GK,64,5,43,10,45,Right
1053,12239,Éder Hermoza,ADT,Sudamericana,Peru,63,62,61,61,64,63,GK,61,16,46,28,61,Right
1054,12239,Thomas Heward-Belle,Western United,A-League,Australia,63,64,65,58,60,63,GK,65,9,44,11,54,Right
1055,12239,Harry Isted,Burton Albion,EFL League One,England,63,63,63,63,62,63,GK,63,14,47,31,58,Right
1056,12239,Kristoffer Klaesson,Raków,PKO BP Ekstraklasa,Norway,63,63,61,63,62,65,GK,61,10,47,17,60,Left
1057,12239,Marco Knaller,Austria Klagenfurt,Ö. Bundesliga,Austria,63,61,64,51,63,62,GK,64,12,38,18,62,Right
1058,12239,Anders Kristiansen,IFK Göteborg,Allsvenskan,Norway,63,64,61,62,63,65,GK,61,12,47,22,55,Right
1059,12239,Justin Lacombe,Toulouse FC,Ligue 1 McDonald's,France,63,63,62,62,63,67,GK,62,5,47,12,45,Right
1060,12239,Lee Bum Soo,Incheon United,K League 1,Korea Republic,63,64,61,58,61,63,GK,61,9,44,26,61,Right
1061,12239,Luis López,CD Mirandés,LALIGA HYPERMOTION,Spain,63,66,62,58,58,63,GK,62,7,44,13,60,Right
1062,12239,Leonardo Loria,Pisa,Serie BKT,Italy,63,65,63,60,63,65,GK,63,11,45,11,49,Right
1063,12239,Tomasz Loska,Śląsk Wrocław,PKO BP Ekstraklasa,Poland,63,65,60,59,61,67,GK,60,16,44,27,57,Right
1064,12239,Andreas Lukse,Blau-Weiss Linz,Ö. Bundesliga,Austria,63,64,62,60,62,63,GK,62,12,45,24,59,Right
1065,12239,Ma Zhen,Shanghai Shenhua,CSL,China PR,63,62,62,58,58,65,GK,62,12,44,10,62,Right
1066,12239,Craig MacGillivray,MK Dons,EFL League Two,Scotland,63,63,62,64,62,63,GK,62,13,48,30,59,Right
1067,12239,Brian Maher,Derry City,SSE Airtricity PD,Republic of Ireland,63,63,59,60,65,64,GK,59,10,45,16,60,Right
1068,12239,Will Mannion,Charlton Ath,EFL League One,England,63,65,59,59,63,63,GK,59,13,44,22,55,Right
1069,12239,Remi Matthews,Crystal Palace,Premier League,England,63,64,63,62,62,63,GK,63,15,47,22,55,Right
1070,12239,Jon McCracken,Dundee FC,Scottish Prem,Scotland,63,64,62,60,62,65,GK,62,7,45,19,51,Right
1071,12239,Luke McGee,Tranmere Rovers,EFL League Two,England,63,62,65,61,63,62,GK,65,13,46,30,58,Right
1072,12239,Francisco Meixedo,Estrela Amadora,Liga Portugal,Portugal,63,61,63,58,64,64,GK,63,5,44,11,59,Right
1073,12239,John Mero,Técnico U.,Sudamericana,Ecuador,63,65,63,59,58,60,GK,63,9,44,14,63,Right
1074,12239,Daniel Mesenhöler,Dynamo Dresden,3. Liga,Germany,63,63,65,56,61,62,GK,65,15,42,23,63,Right
1075,12239,Tom Mickel,Hamburger SV,Bundesliga 2,Germany,63,63,61,64,60,64,GK,61,14,48,31,63,Right
1076,12239,Dinu Moldovan,Sepsi OSK,SUPERLIGA,Romania,63,64,63,60,62,63,GK,63,15,45,23,52,Right
1077,12239,Thijmen Nijhuis,HJK Helsinki,Finnliiga,Holland,63,65,57,58,63,64,GK,57,6,44,18,65,Right
1078,12239,No Dong Geon,Suwon FC,K League 1,Korea Republic,63,65,63,62,61,62,GK,63,16,47,25,57,Right
1079,12239,Raúl Olivares,Universitario,Sudamericana,Chile,63,62,63,64,57,66,GK,63,17,48,19,58,Right
1080,12239,Bruno Bertinato,Venezia,Serie A Enilive,Brazil,63,64,62,58,62,63,GK,62,7,44,13,58,Left
1081,12239,Jesse Öst,HJK Helsinki,Finnliiga,Finland,63,62,63,65,61,63,GK,63,7,49,31,63,Right
1082,12239,Álex Padilla,Athletic Club,LALIGA EA SPORTS,Mexico,63,64,64,60,67,62,GK,64,6,45,16,47,Right
1083,12239,Martín Parra,Huachipato,Libertadores,Chile,63,62,61,57,63,65,GK,61,5,43,12,60,Right
1084,12239,Tim Paterok,Saarbrücken,3. Liga,Germany,63,66,62,62,63,66,GK,62,13,47,21,47,Right
1085,12239,Joel Pinto,Sport Huancayo,Sudamericana,Peru,63,59,62,59,64,62,GK,62,13,44,13,66,Right
1086,12239,Hugo Cunha,FC Famalicão,Liga Portugal,Portugal,63,68,60,65,61,68,GK,60,8,49,18,45,Right
1087,12239,Bruno Poveda,Wilstermann,Sudamericana,Bolivia,63,63,66,60,65,64,GK,66,8,45,11,46,Left
1088,12239,Arnau Rafús,R. Valladolid CF,LALIGA EA SPORTS,Spain,63,65,63,70,63,64,GK,63,5,53,13,48,Right
1089,12239,Franco Ravizzoli,Wycombe,EFL League One,Argentina,63,63,63,63,63,62,GK,63,7,47,11,54,Right
1090,12239,Vicente Reyes,Cambridge Utd,EFL League One,Chile,63,64,61,62,63,64,GK,61,10,47,12,58,Right
1091,12239,Lasse Rieß,1. FSV Mainz 05,Bundesliga,Germany,63,63,62,59,63,64,GK,62,9,44,16,60,Right
1092,12239,Edilson Salinas,Godoy Cruz,Primera División,Argentina,63,63,62,65,66,63,GK,62,6,49,20,45,Right
1093,12239,Mirko Salvi,FC Basel 1893,CSSL,Switzerland,63,64,59,61,63,64,GK,59,13,46,24,63,Right
1094,12239,Theo Sander,F.C. København,3F Superliga,Denmark,63,64,62,63,62,65,GK,62,12,47,20,48,Right
1095,12239,Gino Santilli,Cerro Largo,Sudamericana,Argentina,63,64,63,60,63,66,GK,63,9,45,10,48,Right
1096,12239,Niek Schiks,PSV,Eredivisie,Holland,63,63,62,63,64,60,GK,62,8,47,12,58,Left
1097,12239,Brian Schwake,CD Castellón,LALIGA HYPERMOTION,United States,63,66,60,58,60,63,GK,60,9,44,18,63,Right
1098,12239,Dennis Seimen,VfB Stuttgart,Bundesliga,Germany,63,64,58,61,59,65,GK,58,39,46,18,64,Left
1099,12239,Jack Stevens,Cambridge Utd,EFL League One,England,63,63,62,63,62,63,GK,62,18,47,24,58,Right
1100,12239,Ignacio Suárez,Nacional,Libertadores,Uruguay,63,65,60,61,63,66,GK,60,8,46,18,53,Right
1101,12239,Jakub Surovčík,Sparta Praha,Česká Liga,Slovakia,63,67,63,65,59,64,GK,63,11,49,17,48,Left
1102,12239,Jakob Tånnander,IK Sirius,Allsvenskan,Sweden,63,64,62,59,63,64,GK,62,7,44,14,52,Left
1103,12239,Andrew Tarbell,Houston Dynamo,MLS,United States,63,63,62,67,62,68,GK,62,15,50,19,45,Right
1104,12239,Vaso Vasić,FC Luzern,CSSL,Serbia,63,63,63,64,64,63,GK,63,10,48,24,50,Right
1105,12239,Andrei Vlad,FCSB,SUPERLIGA,Romania,63,62,61,69,58,68,GK,61,15,52,19,56,Right
1106,12239,Lukas Watkowiak,FC St. Gallen,CSSL,Germany,63,62,60,61,64,66,GK,60,7,46,15,54,Right
1107,12239,Alexander Weidinger,Jahn Regensburg,Bundesliga 2,Germany,63,64,61,63,64,62,GK,61,7,47,10,54,Right
1108,12239,Quentin Westberg,Atlanta United,MLS,United States,63,62,63,62,64,63,GK,63,9,47,16,58,Right
1109,12239,Alfie Whiteman,Spurs,Premier League,England,63,68,58,56,60,71,GK,58,9,42,11,50,Right
1110,12239,Oliwier Zych,Aston Villa,Premier League,Poland,63,62,64,69,64,61,GK,64,9,52,15,52,Right
1111,13135,Fawaz Al Qarni,Al Shabab,ROSHN Saudi League,Saudi Arabia,62,65,59,60,62,63,GK,59,16,45,23,55,Right
1112,13135,Mohammed Al Rubaie,Al Hilal,ROSHN Saudi League,Saudi Arabia,62,67,55,60,63,63,GK,55,15,45,22,57,Right
1113,13135,Rafea Al Ruwaili,Al Orobah,ROSHN Saudi League,Saudi Arabia,62,63,59,56,64,62,GK,59,16,42,22,56,Right
1114,13135,Mohamed Amsif,Wehen Wiesbaden,3. Liga,Morocco,62,63,60,60,61,61,GK,60,13,45,20,61,Right
1115,13135,Alex Arancibia,Real Tomayapo,Sudamericana,Bolivia,62,62,61,62,64,61,GK,61,6,47,12,55,Right
1116,13135,Astralaga,FC Barcelona,LALIGA EA SPORTS,Spain,62,58,61,63,64,61,GK,61,6,47,15,58,Right
1117,13135,Jérémy Aymes,FC Martigues,Ligue 2 BKT,France,62,60,62,61,62,62,GK,62,9,46,22,60,Right
1118,13135,Joe Bendik,Whitecaps FC,MLS,United States,62,61,60,70,60,62,GK,60,10,53,17,62,Left
1119,13135,Alessandro Berardi,Hellas Verona,Serie A Enilive,Italy,62,61,58,56,63,64,GK,58,10,42,22,60,Right
1120,13135,Elias Bethke,Energie Cottbus,3. Liga,Germany,62,65,59,60,60,62,GK,59,12,45,19,60,Right
1121,13135,Elis Bishesari,IFK Göteborg,Allsvenskan,Sweden,62,64,61,66,61,63,GK,61,7,50,11,50,Left
1122,13135,Davor Blažević,Hammarby IF,Allsvenskan,Sweden,62,63,57,55,61,66,GK,57,14,41,16,60,Right
1123,13135,Harry Burgoyne,Morecambe,EFL League Two,England,62,63,62,62,61,63,GK,62,15,47,20,53,Right
1124,13135,Harvey Cartwright,Hull City,EFL Championship,England,62,62,65,57,58,64,GK,65,5,43,13,54,Right
1125,13135,Tomé Sousa,Boavista FC,Liga Portugal,Portugal,62,60,58,63,61,68,GK,58,4,47,12,58,Right
1126,13135,Cameron Cook,Perth Glory,A-League,Australia,62,61,60,64,63,64,GK,60,9,48,16,52,Right
1127,13135,Federico Cristóforo,S. Ameliano,Sudamericana,Uruguay,62,60,60,63,66,64,GK,60,9,47,10,48,Right
1128,13135,Pedro Díaz,ADT,Sudamericana,Peru,62,60,63,61,62,60,GK,63,9,46,10,60,Right
1129,13135,Răzvan Ducan,Farul Constanța,SUPERLIGA,Romania,62,62,60,64,60,64,GK,60,10,48,14,53,Right
1130,13135,Kai Eisele,Unterhaching,3. Liga,Germany,62,65,61,61,60,64,GK,61,7,46,12,52,Right
1131,13135,Tim Erlandsson,Halmstads BK,Allsvenskan,Sweden,62,58,63,72,60,59,GK,63,12,54,20,60,Right
1132,13135,Aslak Falch,FK Haugesund,Eliteserien,Norway,62,62,60,57,60,63,GK,60,10,43,23,58,Left
1133,13135,Jesús Fernández,Politehnica Iași,SUPERLIGA,Spain,62,61,64,58,58,59,GK,64,16,44,21,64,Left
1134,13135,Jonathan Fischer,Fredrikstad FK,Eliteserien,Denmark,62,64,63,62,65,63,GK,63,8,47,12,40,Right
1135,13135,Diego Gil,Carabobo FC,Sudamericana,Venezuela,62,62,60,58,60,62,GK,60,8,44,14,63,Right
