Index,Rank,Name,Team,League,Nation,OVR,SHO,Finishing,Shot Power,Penalties,Reactions,Position,Preferred foot
5384,1888,Joris Chotard,Montpellier,Ligue 1 McDonald's,France,75,57,55,61,55,73,CDM,Right
5385,1888,Leander Dendoncker,RSC Anderlecht,1A Pro League,Belgium,75,69,62,83,55,72,CM,Right
5386,1888,Nampalys Mendy,RC Lens,Ligue 1 McDonald's,Senegal,75,54,49,62,55,75,CDM,Right
5387,1888,Rob Schoofs,KV Mechelen,1A Pro League,Belgium,75,72,70,78,55,72,CM,Left
5388,1888,Renato Steffen,FC Lugano,CSSL,Switzerland,75,70,69,75,55,75,RW,Left
5389,1888,Ryan Yates,Nott'm Forest,Premier League,England,75,60,60,68,55,74,CDM,Right
5390,2318,Tajon Buchanan,Lombardia FC,Serie A Enilive,Canada,74,65,65,75,55,73,RM,Right
5391,2318,Matías Catalán,Talleres,Libertadores,Chile,74,58,59,58,55,71,CB,Right
5392,2318,Séamus Coleman,Everton,Premier League,Republic of Ireland,74,65,61,74,55,74,RB,Right
5393,2318,Amir Hadžiahmetović,Çaykur Rizespor,Trendyol Süper Lig,Bosnia and Herzegovina,74,60,52,72,55,69,CDM,Right
5394,2318,Massadio Haïdara,Stade Brestois 29,Ligue 1 McDonald's,Mali,74,60,55,79,55,74,CB,Left
5395,2318,Jackson Irvine,FC St. Pauli,Bundesliga,Australia,74,68,67,73,55,75,CM,Right
5396,2318,Ismail Jakobs,Galatasaray,Trendyol Süper Lig,Senegal,74,60,64,65,55,70,LB,Left
5397,2318,Oleksandr Karavaiev,Dynamo Kyiv,Ukrayina Liha,Ukraine,74,57,64,62,55,73,RB,Right
5398,2318,Darko Lazović,Hellas Verona,Serie A Enilive,Serbia,74,72,69,79,55,71,LM,Right
5399,2318,Jamie Leweling,VfB Stuttgart,Bundesliga,Germany,74,69,69,74,55,71,RM,Right
5400,2318,Djordje Mihailovic,Colorado Rapids,MLS,United States,74,70,71,75,55,76,CAM,Right
5401,2318,Alex Muñoz,UD Las Palmas,LALIGA EA SPORTS,Spain,74,67,62,80,55,69,CB,Left
5402,2318,Rogério,VfL Wolfsburg,Bundesliga,Brazil,74,53,45,59,55,73,LB,Left
5403,2318,Federico Redondo,Inter Miami CF,MLS,Argentina,74,62,59,71,55,72,CM,Right
5404,2318,Saba Sazonov,Torino,Serie A Enilive,Georgia,74,40,31,70,55,70,CB,Right
5405,2882,Aguado,RCD Espanyol,LALIGA EA SPORTS,Spain,73,63,63,64,55,71,CM,Right
5406,2882,Thomas Beelen,Feyenoord,Eredivisie,Holland,73,44,37,60,55,69,CB,Right
5407,2882,Facundo Buonanotte,Leicester City,Premier League,Argentina,73,67,70,68,55,70,RM,Left
5408,2882,Dani Calvo,R. Oviedo,LALIGA HYPERMOTION,Spain,73,46,39,58,55,69,CB,Right
5409,2882,Lamine Camara,AS Monaco,Ligue 1 McDonald's,Senegal,73,65,64,72,55,69,CM,Right
5410,2882,Adam Gnezda Čerin,Panathinaikos,Hellas Liga,Slovenia,73,63,61,65,55,74,CM,Right
5411,2882,Eray Cömert,R. Valladolid CF,LALIGA EA SPORTS,Switzerland,73,49,30,76,55,71,CB,Right
5412,2882,Josh Dasilva,Brentford,Premier League,England,73,71,68,80,55,74,CM,Left
5413,2882,Nery Domínguez,Lanús,Sudamericana,Argentina,73,61,58,76,55,70,CB,Right
5414,2882,Pedro Malheiro,Trabzonspor,Trendyol Süper Lig,Portugal,73,62,62,68,55,71,RB,Right
5415,2882,Gumbau,Rayo Vallecano,LALIGA EA SPORTS,Spain,73,66,64,75,55,70,CM,Left
5416,2882,Lewis Hall,Newcastle Utd,Premier League,England,73,62,61,66,55,68,LB,Left
5417,2882,Yeremay,RC Deportivo,LALIGA HYPERMOTION,Spain,73,64,69,65,55,69,LW,Right
5418,2882,Christopher Jullien,Montpellier,Ligue 1 McDonald's,France,73,50,54,64,55,63,CB,Right
5419,2882,David Jurásek,TSG Hoffenheim,Bundesliga,Czech Republic,73,61,51,77,55,71,LB,Left
5420,2882,Reda Khadra,Stade de Reims,Ligue 1 McDonald's,Germany,73,67,67,71,55,72,CAM,Right
5421,2882,Nicolas Kühn,Celtic,Scottish Prem,Germany,73,67,66,72,55,75,RW,Left
5422,2882,Dion Lopy,UD Almería,LALIGA HYPERMOTION,Senegal,73,60,57,71,55,71,CDM,Right
5423,2882,Casper Nielsen,Club Brugge,1A Pro League,Denmark,73,70,65,81,55,71,CM,Right
5424,2882,Rafael Pérez,Junior,Libertadores,Colombia,73,45,41,56,55,70,CB,Right
5425,2882,Adam Smith,AFC Bournemouth,Premier League,England,73,59,50,72,55,73,RB,Right
5426,2882,Jackson Tchatchoua,Hellas Verona,Serie A Enilive,Cameroon,73,56,56,67,55,65,RB,Right
5427,3521,Liberato Cacace,Empoli,Serie A Enilive,New Zealand,72,60,59,62,55,68,LB,Left
5428,3521,Luismi Cruz,CD Tenerife,LALIGA HYPERMOTION,Spain,72,61,62,60,55,64,RM,Left
5429,3521,Alan,Moreirense FC,Liga Portugal,Brazil,72,65,67,63,55,67,CAM,Right
5430,3521,Kevin Diks,F.C. København,3F Superliga,Holland,72,56,55,62,55,69,CB,Right
5431,3521,Jurgen Ekkelenkamp,Udinese,Serie A Enilive,Holland,72,69,68,73,55,73,CAM,Right
5432,3521,Nicolás Fernández,Elche CF,LALIGA HYPERMOTION,Argentina,72,63,60,67,55,63,RM,Left
5433,3521,Fabian Holland,SV Darmstadt 98,Bundesliga 2,Germany,72,49,38,65,55,72,CDM,Left
5434,3521,Martin Hongla,Granada CF,LALIGA HYPERMOTION,Cameroon,72,67,64,76,55,65,CM,Right
5435,3521,Rodrigo Huescas,F.C. København,3F Superliga,Mexico,72,66,65,71,55,65,RB,Right
5436,3521,DeJuan Jones,Columbus Crew,MLS,United States,72,56,56,65,55,68,LB,Right
5437,3521,Sam Larsson,Antalyaspor,Trendyol Süper Lig,Sweden,72,69,65,76,55,70,LM,Right
5438,3521,Levent Mercan,Fenerbahçe,Trendyol Süper Lig,Turkey,72,62,54,80,55,62,LB,Left
5439,3521,Cheikh Niasse,BSC Young Boys,CSSL,Senegal,72,44,39,58,55,69,CDM,Right
5440,3521,Abdülkadir Ömür,Hull City,EFL Championship,Turkey,72,65,64,66,55,68,CAM,Left
5441,3521,Antonio Palumbo,Modena,Serie BKT,Italy,72,64,63,66,55,70,CM,Left
5442,3521,Diego Polenta,Nacional,Libertadores,Uruguay,72,42,33,70,55,63,CB,Left
5443,3521,José Quintero,LDU Quito,Libertadores,Ecuador,72,59,61,66,55,67,RB,Right
5444,3521,Agustín Urzi,Racing Club,Sudamericana,Argentina,72,63,59,68,55,62,LM,Left
5445,4260,Dimitri Bisoli,Brescia,Serie BKT,Italy,71,69,68,68,55,70,CM,Right
5446,4260,Alexis Castro,Nacional,Libertadores,Argentina,71,71,68,81,55,73,CM,Left
5447,4260,Matías Galarza,Talleres,Libertadores,Argentina,71,57,52,64,55,67,CDM,Right
5448,4260,Omri Gandelman,KAA Gent,1A Pro League,Israel,71,65,71,70,55,62,CDM,Left
5449,4260,Joan González,Lecce,Serie A Enilive,Spain,71,63,60,72,55,67,CM,Right
5450,4260,Valentin Henry,SM Caen,Ligue 2 BKT,France,71,61,59,68,55,62,RB,Right
5451,4260,Alessio Iovine,Como,Serie A Enilive,Italy,71,57,50,62,55,72,RB,Right
5452,4260,Dennis Johnsen,Cremonese,Serie BKT,Norway,71,70,72,73,55,70,ST,Right
5453,4260,Sandro Lauper,BSC Young Boys,CSSL,Switzerland,71,65,64,69,55,68,CDM,Right
5454,4260,Thiago Martins,New York City FC,MLS,Brazil,71,41,36,65,55,65,CB,Right
5455,4260,Franco Pardo,Unión,Primera División,Argentina,71,42,39,59,55,67,CB,Right
5456,4260,Filip Prebsl,Slavia Praha,Česká Liga,Czech Republic,71,46,41,55,55,69,CDM,Right
5457,4260,Rayan Raveloson,AJ Auxerre,Ligue 1 McDonald's,Madagascar,71,66,64,72,55,67,CDM,Right
5458,4260,Elias Saad,FC St. Pauli,Bundesliga,Tunisia,71,65,69,69,55,68,LW,Right
5459,4260,Jhon Solís,Girona FC,LALIGA EA SPORTS,Colombia,71,62,62,66,55,70,CDM,Right
5460,4260,Leonai,Barcelona SC,Libertadores,Brazil,71,62,55,76,55,69,CDM,Right
5461,4260,Kamaldeen Sulemana,Southampton,Premier League,Ghana,71,65,65,67,55,64,LW,Right
5462,4260,Robert Taylor,Inter Miami CF,MLS,Finland,71,68,68,74,55,59,LW,Right
5463,4260,Sorba Thomas,FC Nantes,Ligue 1 McDonald's,Wales,71,62,59,75,55,63,RM,Right
5464,4260,Emanuel Vignato,Pisa,Serie BKT,Italy,71,62,59,61,55,67,CAM,Right
5465,5037,Iván Alejo,Cádiz CF,LALIGA HYPERMOTION,Spain,70,67,67,74,55,63,RM,Right
5466,5037,Michael Baidoo,IF Elfsborg,Allsvenskan,Ghana,70,64,66,64,55,67,CAM,Right
5467,5037,Jobe Bellingham,Sunderland,EFL Championship,England,70,67,69,65,55,68,CM,Right
5468,5037,Simone Branca,Cittadella,Serie BKT,Italy,70,63,59,73,55,66,CM,Left
5469,5037,Santiago Cáseres,Vélez Sarsfield,Primera División,Argentina,70,53,52,57,55,69,CDM,Right
5470,5037,Jeong Jae Hee,Pohang Steelers,K League 1,Korea Republic,70,69,68,72,55,67,RM,Right
5471,5037,Marco John,TSG Hoffenheim,Bundesliga,Germany,70,53,54,60,55,67,LB,Left
5472,5037,Alejandro Martínez,Talleres,Libertadores,Argentina,70,68,66,74,55,65,LW,Left
5473,5037,Iván Piris,Libertad,Libertadores,Paraguay,70,48,40,64,55,71,RB,Right
5474,5037,Felix Platte,SC Paderborn 07,Bundesliga 2,Germany,70,69,71,75,55,67,ST,Right
5475,5037,Bryan Reyna,Belgrano,Sudamericana,Peru,70,65,69,65,55,61,LM,Right
5476,5037,Pablo Ruiz,Real Salt Lake,MLS,Argentina,70,59,56,64,55,68,CDM,Left
5477,5037,Umut Tohumcu,TSG Hoffenheim,Bundesliga,Germany,70,62,63,65,55,70,CAM,Right
5478,5037,Ahmed Touba,Başakşehir,Trendyol Süper Lig,Algeria,70,53,48,56,55,64,CB,Left
5479,5902,Ebou Adams,Derby County,EFL Championship,Gambia,69,58,59,59,55,66,CDM,Right
5480,5902,Adil Aouchiche,Sunderland,EFL Championship,France,69,63,62,69,55,68,CAM,Right
5481,5902,Bünyamin Balcı,Antalyaspor,Trendyol Süper Lig,Turkey,69,45,34,63,55,64,RB,Right
5482,5902,Romeo Benítez,Tigre,Primera División,Paraguay,69,59,63,62,55,64,LM,Right
5483,5902,Maxime Bernauer,Dinamo Zagreb,Liga Hrvatska,France,69,53,44,71,55,68,CB,Right
5484,5902,Rodrigo Cabral,Huracán,Primera División,Argentina,69,60,59,66,55,64,LM,Right
5485,5902,Allan Campbell,Charlton Ath,EFL League One,Scotland,69,63,63,65,55,68,CM,Right
5486,5902,Anastasios Chatzigiovanis,Eyüpspor,Trendyol Süper Lig,Greece,69,64,64,64,55,65,LM,Right
5487,5902,André Vidigal,Stoke City,EFL Championship,Portugal,69,64,65,70,55,65,LM,Right
5488,5902,Pius Dorn,FC Luzern,CSSL,Germany,69,66,68,65,55,66,CM,Right
5489,5902,Carlos Esparragoza,Deportes Tolima,Sudamericana,Colombia,69,65,71,49,55,65,CM,Right
5490,5902,Ali Gholizadeh,Lech Poznań,PKO BP Ekstraklasa,Iran,69,66,67,69,55,67,RM,Left
5491,5902,Jan Gyamerah,Kaiserslautern,Bundesliga 2,Germany,69,48,42,51,55,67,RB,Right
5492,5902,Nicolas Haas,Empoli,Serie A Enilive,Switzerland,69,61,58,68,55,70,CM,Right
5493,5902,Tim Lemperle,1. FC Köln,Bundesliga 2,Germany,69,66,74,66,55,62,ST,Right
5494,5902,Dimitris Limnios,Panathinaikos,Hellas Liga,Greece,69,66,65,69,55,66,LM,Right
5495,5902,Cristian Manea,FC Rapid 1923,SUPERLIGA,Romania,69,48,43,60,55,65,RB,Right
5496,5902,Assan Ouédraogo,RB Leipzig,Bundesliga,Germany,69,56,55,58,55,64,CAM,Right
5497,5902,Franco Paredes,Sarmiento,Primera División,Argentina,69,39,33,49,55,65,RB,Right
5498,5902,Ole Pohlmann,Rio Ave FC,Liga Portugal,Germany,69,63,65,63,55,70,CM,Right
5499,5902,Kwame Poku,Peterborough,EFL League One,Ghana,69,63,65,63,55,63,RM,Left
5500,5902,Dante Rigo,Grenoble Foot 38,Ligue 2 BKT,Belgium,69,60,56,67,55,63,CDM,Right
5501,5902,Jack Rudoni,Coventry City,EFL Championship,England,69,63,60,71,55,67,CM,Left
5502,5902,Vinko Šapina,Dynamo Dresden,3. Liga,Germany,69,49,46,60,55,69,CDM,Right
5503,5902,Christian Sørensen,FC Midtjylland,3F Superliga,Denmark,69,62,56,72,55,65,LB,Left
5504,5902,Vicente Taborda,Boca Juniors,Sudamericana,Argentina,69,68,70,69,55,63,CAM,Right
5505,5902,Alfonso Trezza,Arouca,Liga Portugal,Uruguay,69,59,58,64,55,75,RM,Right
5506,5902,Ruben van Bommel,AZ,Eredivisie,Holland,69,67,72,64,55,50,LW,Right
5507,6884,Matías Abaldo,Gimnasia,Primera División,Uruguay,68,61,64,57,55,65,RM,Left
5508,6884,Jann-Fiete Arp,Holstein Kiel,Bundesliga,Germany,68,66,68,69,55,66,ST,Right
5509,6884,Tommaso Arrigoni,Südtirol,Serie BKT,Italy,68,59,53,68,55,68,CM,Right
5510,6884,Emerson Batalla,Alianza FC,Sudamericana,Colombia,68,62,69,58,55,63,RW,Right
5511,6884,Delano Burgzorg,Middlesbrough,EFL Championship,Holland,68,64,67,71,55,66,ST,Right
5512,6884,Dženis Burnić,Karlsruher SC,Bundesliga 2,Germany,68,48,45,58,55,68,CDM,Left
5513,6884,Fernando Cardozo,Newell's,Primera División,Paraguay,68,66,58,80,55,69,RM,Right
5514,6884,Xande Silva,Atlanta United,MLS,Portugal,68,64,63,67,55,62,LW,Right
5515,6884,Konrad Faber,FC St. Gallen,CSSL,Germany,68,58,63,60,55,66,RB,Right
5516,6884,Simón García,Atl. Nacional,Liga Colombia,Colombia,68,42,42,39,55,68,CB,Right
5517,6884,Benjamin Goller,1. FC Nürnberg,Bundesliga 2,Germany,68,64,63,75,55,64,RW,Right
5518,6884,Francisco González,Newell's,Primera División,Argentina,68,63,62,67,55,51,LW,Left
5519,6884,Ylldren Ibrahimaj,Lillestrøm SK,Eliteserien,Kosovo,68,61,60,64,55,61,RM,Left
5520,6884,Nicolas Janvier,Alanyaspor,Trendyol Süper Lig,France,68,62,55,74,55,67,CM,Right
5521,6884,Anderson Julio,Real Salt Lake,MLS,Ecuador,68,66,69,71,55,64,ST,Right
5522,6884,Elvis Kabashi,Reggiana,Serie BKT,Albania,68,56,52,58,55,66,CM,Left
5523,6884,Bartosz Kapustka,Legia Warszawa,PKO BP Ekstraklasa,Poland,68,62,62,63,55,70,CM,Right
5524,6884,Leonardo Koutris,Pogoń Szczecin,PKO BP Ekstraklasa,Greece,68,60,57,67,55,66,LB,Left
5525,6884,Fally Mayulu,Bristol City,EFL Championship,France,68,69,71,72,55,61,ST,Right
5526,6884,Luis Miranda,Deportes Tolima,Sudamericana,Colombia,68,63,68,63,55,64,RM,Right
5527,6884,Demetri Mitchell,Exeter City,EFL League One,England,68,62,62,64,55,62,LM,Left
5528,6884,Beni,Casa Pia AC,Liga Portugal,Angola,68,58,55,61,55,64,CM,Right
5529,6884,Federico Navarro,Chicago Fire FC,MLS,Argentina,68,44,34,58,55,65,CDM,Right
5530,6884,Santiago Pierotti,Lecce,Serie A Enilive,Argentina,68,67,67,72,55,70,RW,Right
5531,6884,Paxton Pomykal,FC Dallas,MLS,United States,68,57,51,62,55,66,CM,Left
5532,6884,Víctor Salazar,Olimpia,Sudamericana,Argentina,68,54,50,60,55,64,RB,Right
5533,6884,Tang Miao,Rongcheng FC,CSL,China PR,68,42,35,48,55,62,RB,Right
5534,6884,Yohan Tavares,Laval MFC,Ligue 2 BKT,Portugal,68,41,36,48,55,69,CB,Right
5535,6884,Bénie Traoré,FC Basel 1893,CSSL,Côte d'Ivoire,68,65,69,68,55,69,ST,Right
5536,6884,Álex Valle,FC Barcelona,LALIGA EA SPORTS,Spain,68,46,38,55,55,65,LB,Left
5537,6884,Dal Varešanović,Çaykur Rizespor,Trendyol Süper Lig,Bosnia and Herzegovina,68,63,62,68,55,65,CAM,Right
5538,6884,Taulant Xhaka,FC Basel 1893,CSSL,Albania,68,62,54,73,55,63,CDM,Right
5539,6884,Xie Pengfei,Shanghai Shenhua,CSL,China PR,68,62,61,63,55,62,RM,Left
5540,7937,Juan Fernando Alfaro,Club Nacional,Sudamericana,Argentina,67,50,44,53,55,62,CDM,Right
5541,7937,Gustavo Henrique,Estrela Amadora,Liga Portugal,Brazil,67,66,60,79,55,65,RW,Right
5542,7937,Jeppe Andersen,Silkeborg IF,3F Superliga,Denmark,67,61,57,67,55,71,CM,Right
5543,7937,Gui Guedes,UD Almería,LALIGA HYPERMOTION,Portugal,67,60,62,52,55,63,CM,Right
5544,7937,Jesús Castillo,Gil Vicente,Liga Portugal,Peru,67,57,55,67,55,60,CDM,Right
5545,7937,Yoann Cathline,FC Utrecht,Eredivisie,France,67,61,60,66,55,64,LM,Right
5546,7937,Cristian Cauz,Modena,Serie BKT,Italy,67,50,42,60,55,65,CB,Left
5547,7937,Lee Evans,Blackpool,EFL League One,Wales,67,63,57,71,55,68,CM,Right
5548,7937,Matthew Hoppe,Middlesbrough,EFL Championship,United States,67,66,68,67,55,70,ST,Right
5549,7937,Kim Bo Sub,Incheon United,K League 1,Korea Republic,67,62,61,66,55,57,RW,Right
5550,7937,Rafał Kurzawa,Pogoń Szczecin,PKO BP Ekstraklasa,Poland,67,65,63,68,55,68,CDM,Left
5551,7937,Paddy Lane,Portsmouth,EFL Championship,Northern Ireland,67,65,67,68,55,62,LM,Left
5552,7937,Nick Lima,New England,MLS,United States,67,61,56,77,55,67,RB,Right
5553,7937,Matthew Longstaff,Toronto FC,MLS,England,67,64,62,68,55,67,CM,Right
5554,7937,Jovan Marković,FC Hermannstadt,SUPERLIGA,Romania,67,65,66,73,55,62,ST,Right
5555,7937,Duncan McGuire,Orlando City,MLS,United States,67,64,69,69,55,69,ST,Right
5556,7937,Juan Mercado,Universitario,Sudamericana,Bolivia,67,61,56,71,55,68,CDM,Right
5557,7937,Stefano Moreyra,Instituto,Primera División,Argentina,67,43,41,53,55,61,CDM,Right
5558,7937,Nicola Pavan,Cittadella,Serie BKT,Italy,67,59,54,70,55,65,CB,Right
5559,7937,Luis Pérez,ADT,Sudamericana,Colombia,67,58,61,53,55,69,CM,Left
5560,7937,Alex Robertson,Cardiff City,EFL Championship,Australia,67,56,51,64,55,65,CAM,Right
5561,7937,Iván Romero,Levante UD,LALIGA HYPERMOTION,Spain,67,64,66,67,55,64,ST,Right
5562,7937,Besard Sabovic,Djurgårdens IF,Allsvenskan,Sweden,67,65,66,68,55,64,CDM,Right
5563,7937,Adrían Spörle,Independiente,Primera División,Argentina,67,55,54,61,55,60,LB,Left
5564,7937,Steffen Tigges,1. FC Köln,Bundesliga 2,Germany,67,66,67,75,55,69,ST,Left
5565,9009,Alessandro Albanese,HJK Helsinki,Finnliiga,Belgium,66,62,58,68,55,55,LM,Right
5566,9009,Alexandr Bužek,Slavia Praha,Česká Liga,Czech Republic,66,55,54,55,55,64,CDM,Right
5567,9009,Elliot Embleton,Blackpool,EFL League One,England,66,62,59,68,55,62,CAM,Right
5568,9009,Jader,Uni. Católica,Sudamericana,Brazil,66,64,67,63,55,60,LM,Right
5569,9009,Reeco Hackett,Lincoln City,EFL League One,St. Lucia,66,65,64,68,55,62,LM,Left
5570,9009,Kim Kang Guk,Gangwon FC,K League 1,Korea Republic,66,55,48,64,55,61,CM,Right
5571,9009,Larrubia,Málaga CF,LALIGA HYPERMOTION,Spain,66,58,58,54,55,51,CAM,Left
5572,9009,Lee Ju Yong,Jeju United,K League 1,Korea Republic,66,58,57,59,55,64,LB,Left
5573,9009,Bryan Limbombe,Heracles Almelo,Eredivisie,Belgium,66,58,59,58,55,64,LM,Right
5574,9009,Adrian Mazilu,Brighton,Premier League,Romania,66,64,65,68,55,56,RM,Left
5575,9009,Joshua Mees,Preußen Münster,Bundesliga 2,Germany,66,63,66,63,55,50,LM,Right
5576,9009,Rodrigo Mora,FC Porto,Liga Portugal,Portugal,66,45,38,54,55,71,CAM,Right
5577,9009,Alexandru Musi,FCSB,SUPERLIGA,Romania,66,59,59,68,55,50,RW,Right
5578,9009,Luis Pavia,Nacional Potosí,Sudamericana,Bolivia,66,52,58,47,55,65,RM,Right
5579,9009,Telasco Segovia,Casa Pia AC,Liga Portugal,Venezuela,66,54,50,61,55,72,CM,Right
5580,9009,Mario Šitum,Catanzaro,Serie BKT,Croatia,66,57,52,65,55,59,RB,Right
5581,9009,Korey Smith,Cambridge Utd,EFL League One,England,66,53,52,54,55,67,CDM,Right
5582,9009,Lars Vilsvik,Strømsgodset IF,Eliteserien,Norway,66,57,52,67,55,67,RB,Right
5583,9009,Randell Williams,Bolton,EFL League One,England,66,59,60,60,55,64,LB,Left
5584,10108,David Ajiboye,Peterborough,EFL League One,England,65,56,57,57,55,56,RM,Right
5585,10108,Amir Al-Ammari,Cracovia,PKO BP Ekstraklasa,Iraq,65,57,53,64,55,62,CM,Left
5586,10108,Miiko Albornoz,Vejle Boldklub,3F Superliga,Chile,65,50,38,63,55,63,LB,Left
5587,10108,Rafik Belghali,KV Mechelen,1A Pro League,Algeria,65,60,60,64,55,58,RB,Right
5588,10108,Bjarki Steinn Bjarkason,Venezia,Serie A Enilive,Iceland,65,58,60,60,55,60,RM,Right
5589,10108,Bror Blume,WSG Tirol,Ö. Bundesliga,Denmark,65,60,61,62,55,63,CM,Right
5590,10108,Bruno Cabrera,Coquimbo Unido,Sudamericana,Paraguay,65,50,55,32,55,65,CB,Right
5591,10108,Edoardo Duca,Modena,Serie BKT,Italy,65,61,60,65,55,70,CAM,Right
5592,10108,Dieudonné Gaucho Debohi,SM Caen,Ligue 2 BKT,Côte d'Ivoire,65,57,57,60,55,62,CDM,Right
5593,10108,Robert Gojani,Kalmar FF,Allsvenskan,Sweden,65,46,39,53,55,67,CM,Right
5594,10108,Kornelius N. Hansen,Almere City FC,Eredivisie,Norway,65,64,66,64,55,64,ST,Right
5595,10108,Patrick Joosten,Willem II,Eredivisie,Holland,65,67,63,78,55,64,LW,Right
5596,10108,Soichiro Kozuki,1860 München,3. Liga,Japan,65,52,55,53,55,55,RM,Right
5597,10108,Maurice Krattenmacher,SSV Ulm 1846,Bundesliga 2,Germany,65,63,65,62,55,62,CAM,Right
5598,10108,Martin Kreuzriegler,Grazer AK,Ö. Bundesliga,Austria,65,33,36,36,55,64,CB,Left
5599,10108,Luke Le Roux,IFK Värnamo,Allsvenskan,South Africa,65,50,46,59,55,63,CDM,Right
5600,10108,Lee Yong Rae,Daegu FC,K League 1,Korea Republic,65,54,44,65,55,53,CM,Left
5601,10108,Harry Leonard,Blackburn Rovers,EFL Championship,England,65,66,67,72,55,63,ST,Right
5602,10108,Erik Marxen,FC Nordsjælland,3F Superliga,Denmark,65,51,42,63,55,65,CB,Left
5603,10108,Tommaso Milanese,Cremonese,Serie BKT,Italy,65,55,50,63,55,60,CM,Right
5604,10108,Jake Mulraney,St. Pats,SSE Airtricity PD,Republic of Ireland,65,57,54,64,55,55,LM,Left
5605,10108,Nnamdi Ofoborh,Swindon Town,EFL League Two,Nigeria,65,54,51,61,55,59,CDM,Right
5606,10108,Callum Paterson,Sheffield Wed,EFL Championship,Scotland,65,64,64,70,55,65,ST,Right
5607,10108,Lebogang Phiri,En Avant Guingamp,Ligue 2 BKT,South Africa,65,51,46,57,55,66,CDM,Right
5608,10108,Jonathan Ring,Kalmar FF,Allsvenskan,Sweden,65,60,59,62,55,62,RW,Left
5609,10108,Renzo Sanchez,Nacional,Libertadores,Uruguay,65,61,60,62,55,59,RW,Right
5610,10108,Søren Tengstedt,Go Ahead Eagles,Eredivisie,Denmark,65,64,66,70,55,64,CAM,Left
5611,10108,Esteban Valencia,Unión La Calera,Sudamericana,Chile,65,56,54,62,55,57,CM,Right
5612,10108,Marcel Wędrychowski,Pogoń Szczecin,PKO BP Ekstraklasa,Poland,65,54,60,56,55,60,RM,Left
5613,10108,Tyler Wolff,Atlanta United,MLS,United States,65,48,45,52,55,52,LM,Right
5614,11203,Ricard Artero,Girona FC,LALIGA EA SPORTS,Spain,64,60,62,63,55,58,CAM,Right
5615,11203,Jaydon Banel,Ajax,Eredivisie,Holland,64,56,56,66,55,58,LW,Right
5616,11203,Mal Benning,Shrewsbury,EFL League One,England,64,51,41,65,55,61,LB,Left
5617,11203,Mohamed Berte,FCV Dender EH,1A Pro League,Belgium,64,61,64,59,55,58,LW,Right
5618,11203,Mateusz Bochnak,Cracovia,PKO BP Ekstraklasa,Poland,64,61,63,60,55,63,RM,Right
5619,11203,Lamare Bogarde,Aston Villa,Premier League,Holland,64,46,44,56,55,59,CDM,Right
5620,11203,Ryan Broom,Fleetwood Town,EFL League Two,Wales,64,57,57,59,55,63,CM,Right
5621,11203,Capita,Radomiak Radom,PKO BP Ekstraklasa,Angola,64,55,56,58,55,63,LW,Left
5622,11203,Francis de Vries,Auckland FC,A-League,New Zealand,64,48,42,61,55,57,LB,Left
5623,11203,Jamie Donley,Leyton Orient,EFL League One,England,64,60,62,59,55,60,CAM,Left
5624,11203,Tayo Edun,Charlton Ath,EFL League One,England,64,44,39,51,55,64,LB,Left
5625,11203,Thomas Eisfeld,Rot-Weiss Essen,3. Liga,Germany,64,65,62,71,55,65,CM,Right
5626,11203,Rodney Elongo-Yombo,B. Dortmund II,3. Liga,Germany,64,59,64,60,55,65,ST,Right
5627,11203,Lewis Fiorini,Stockport,EFL League One,Scotland,64,59,57,58,55,63,CM,Right
5628,11203,Tyrique George,Chelsea,Premier League,England,64,62,58,71,55,52,LM,Right
5629,11203,Lars Kehl,VfL Osnabrück,3. Liga,Germany,64,61,63,64,55,62,RW,Right
5630,11203,Luca Kronberger,SCR Altach,Ö. Bundesliga,Austria,64,58,59,60,55,58,LM,Left
5631,11203,Gary Mackay-Steven,Kilmarnock,Scottish Prem,Scotland,64,58,55,62,55,59,LM,Left
5632,11203,Edoardo Masciangelo,Cittadella,Serie BKT,Italy,64,54,49,64,55,58,LM,Left
5633,11203,Aaron Nemane,MK Dons,EFL League Two,France,64,53,56,56,55,57,RM,Right
5634,11203,Lasse Nordås,Tromsø IL,Eliteserien,Norway,64,61,63,60,55,58,ST,Left
5635,11203,Matt Palmer,Notts County,EFL League Two,England,64,56,54,59,55,63,CM,Right
5636,11203,Park Seung Ho,Incheon United,K League 1,Korea Republic,64,61,61,62,55,60,RW,Right
5637,11203,Moritz Seiffert,FC Ingolstadt 04,3. Liga,Germany,64,55,59,55,55,50,LB,Left
5638,11203,Naatan Skyttä,USL Dunkerque,Ligue 2 BKT,Finland,64,53,58,56,55,57,CM,Left
5639,11203,Richard Smallwood,Bradford City,EFL League Two,England,64,56,55,59,55,64,CM,Right
5640,11203,James Tilley,AFC Wimbledon,EFL League Two,England,64,61,63,60,55,59,RM,Left
5641,11203,Mohamed Touré,Randers FC,3F Superliga,Australia,64,60,61,65,55,59,ST,Right
5642,11203,Ben Whitfield,Burton Albion,EFL League One,England,64,60,61,60,55,57,RM,Right
5643,11203,Luka Zahović,Górnik Zabrze,PKO BP Ekstraklasa,Slovenia,64,61,62,65,55,60,CAM,Right
5644,12239,Ali Akman,FCV Dender EH,1A Pro League,Turkey,63,62,67,62,55,65,ST,Right
